Metabolite,D229,D360,D384,D391,D75,D274,D34,D356,D368,D370
C20:2n6-NEFA-PP,0.40,0.41,0.47,0.65,0.58,0.99,0.39,0.99,0.32,0.55
%-C20:4n6-NEFA-F,1.320%,1.304%,2.396%,0.990%,3.226%,0.835%,3.331%,0.477%,0.649%,3.620%
C18:1n7-F,127.03,765.94,159.49,153.24,259.49,137.42,468.07,107.52,133.66,487.24
C20:4n6 (AA)-F,288.76,"1,728.05",279.52,235.01,527.92,198.53,928.65,240.19,221.28,"1,275.92"
C19:0-PP,1.32,2.30,2.55,0.67,1.34,1.37,1.39,1.24,1.73,2.71
F2-isoPs-To-PP,0.43,0.74,1.12,1.20,1.13,0.93,1.04,1.08,1.04,0.39
%-C18:1n9-NEFA-PP,30.263%,31.331%,25.691%,31.602%,29.074%,31.990%,28.603%,40.175%,28.359%,23.185%
PGF2a - Full-To-PP,0.46,0.74,1.14,1.30,1.13,0.98,1.04,1.15,1.09,0.41
9-HEPE-To-F,1.40,9.15,0.64,1.39,3.00,2.09,7.13,0.93,0.87,1.46
C22:4n6-F,13.71,78.79,17.97,14.75,19.85,11.36,45.25,15.53,9.37,65.24
C20:2n6-F,13.26,96.36,20.55,15.68,22.13,14.92,54.85,12.96,17.60,53.73
%C18:1n9-F,28.596%,25.571%,29.737%,31.768%,25.286%,29.690%,31.028%,29.008%,25.555%,30.552%
%C20:4n6 (AA)-PP,3.6496%,3.2410%,2.1036%,2.0318%,2.9727%,2.4820%,1.8069%,3.3153%,2.9279%,3.9322%
%-C15:0-NEFA-PP,1.789%,1.915%,1.499%,1.249%,1.623%,0.807%,1.247%,0.756%,2.217%,1.934%
9(10)-EpOME-To-PP,173.00,104.00,335.00,90.40,64.90,162.00,80.50,143.00,237.00,209.00
%-_ MUFA-NEFA-PP,35.280%,38.561%,31.493%,37.431%,34.390%,37.413%,33.204%,45.529%,35.430%,30.044%
%_ (n-6) PUFA-F,29.60%,36.27%,30.08%,24.21%,17.35%,29.31%,19.98%,31.49%,31.71%,32.33%
%-C16:1n7t-NEFA-F,1.349%,2.599%,0.987%,2.438%,1.397%,1.677%,1.241%,2.960%,1.844%,1.692%
%C16:1n7t-F,0.497%,0.725%,0.532%,0.816%,0.420%,0.642%,0.417%,0.729%,0.704%,0.680%
%-C12:0-NEFA-PP,1.589%,2.163%,2.022%,1.301%,1.725%,0.998%,1.433%,1.237%,2.310%,2.135%
12(13)-EpOME-To-PP,121.00,82.90,249.00,62.80,52.50,117.00,62.60,88.30,194.00,136.00
9(10)-EpODE-To-PP,17.20,11.80,47.90,12.40,6.54,19.40,13.90,15.90,30.70,25.60
%-_ (n-6) PUFA-NEFA-F,20.25%,16.63%,14.02%,16.37%,30.26%,25.19%,23.59%,13.12%,19.90%,10.85%
%-C18:2n6-NEFA-F,18.027%,13.581%,10.544%,14.040%,25.266%,23.145%,18.880%,10.984%,17.999%,6.080%
11_12-DiHETrE-To-F,0.23,0.95,0.32,0.24,1.14,0.13,1.18,0.24,0.19,0.88
C18:3n6-NEFA-PP,0.15,0.23,0.32,0.39,0.41,0.28,0.45,0.29,0.25,0.24
C16:1n7-F,159.01,"1,022.40",192.60,338.00,928.49,302.46,"1,094.16",167.02,137.31,870.30
%C20:3n6-F,0.347%,1.017%,0.665%,0.615%,0.358%,0.760%,0.519%,0.740%,0.600%,0.809%
%-C12:0-NEFA-F,1.614%,2.199%,1.011%,1.727%,1.010%,1.312%,0.952%,3.005%,1.293%,2.602%
%-C20:3n6-NEFA-F,0.111%,0.398%,0.440%,0.232%,0.896%,0.330%,0.637%,0.487%,0.318%,0.287%
%C18:2n6-F,23.940%,28.174%,23.797%,18.419%,12.704%,23.408%,14.931%,24.254%,26.078%,25.166%
C20:0-F,3.01,14.18,4.35,2.57,14.22,2.53,17.93,1.92,3.22,7.01
C22:6n3-NEFA-PP,0.80,1.08,0.94,1.39,0.85,3.28,0.70,1.28,0.89,1.36
11(12)-EpETE-To-F,2.36,7.62,0.76,2.03,3.21,2.11,8.48,1.01,0.87,1.55
C20:0-NEFA-PP,0.22,0.20,0.23,0.29,0.22,0.36,0.32,0.32,0.16,0.17
9-HOTE-To-PP,12.90,17.40,33.50,7.07,6.15,10.10,14.20,11.50,23.90,19.70
9-KODE-NE-PP,10.00,14.10,14.40,11.40,7.58,11.20,20.40,13.20,6.29,11.70
15-HEPE-To-F,2.69,16.40,1.83,2.13,4.91,2.71,14.10,1.23,2.33,4.77
PGF2a - Full-To-F,0.73,1.48,0.82,1.04,1.17,0.39,1.37,0.81,1.04,1.20
C18:4n3-PP,2.70,1.40,3.64,1.46,1.96,3.14,1.28,1.11,1.58,11.42
%-C18:1n7-NEFA-F,1.154%,1.317%,1.450%,1.255%,1.257%,1.388%,1.183%,0.979%,1.598%,1.174%
_ (n-3) PUFA-F,218.45,"1,661.20",296.20,313.00,366.92,297.00,"1,274.62",182.14,306.30,684.46
F2-isoPs-To-F,0.73,1.38,0.82,1.03,1.17,0.39,1.37,0.76,1.04,1.09
C18:1n9/C18:0-NEFA-PP,5.01,5.81,3.71,5.31,4.64,6.31,3.87,9.34,5.02,3.79
Total NEFA-F,"7,875.05","41,097.45","8,776.69","7,947.57","17,204.57","7,573.87","34,492.46","5,752.95","7,016.53","29,792.28"
"9c,11t-CLA-F",1.38,17.48,4.43,7.70,16.26,6.26,24.38,2.83,1.36,15.43
12-HETE-NE-F,1.42,2.64,3.12,1.31,6.48,0.23,1.64,0.85,0.82,31.80
C14:0-F,89.43,454.48,100.73,183.68,742.12,138.59,805.02,75.14,119.19,367.18
C16:1n7-NEFA-F,2.73,2.25,7.95,2.25,10.69,3.29,5.61,1.71,9.24,3.18
C18:3n3-NEFA-PP,1.84,1.76,1.72,2.97,2.28,5.73,2.32,5.51,1.60,1.11
%-C14:0-NEFA-PP,2.505%,2.961%,3.578%,2.215%,2.490%,2.270%,2.625%,2.052%,3.364%,3.669%
%_ SFA-PP,35.6559%,35.8534%,36.2172%,36.9591%,42.0893%,35.9860%,44.2874%,36.1866%,35.6235%,33.6386%
%_ (n-6) PUFA-PP,28.6761%,28.9134%,25.0716%,23.2585%,20.3872%,27.0914%,18.8077%,27.8928%,30.2471%,29.9165%
%-C14:0-NEFA-F,2.031%,3.321%,3.339%,2.497%,1.756%,2.335%,2.080%,3.342%,2.898%,4.395%
C16:0-F,"2,344.46","10,360.57","2,369.22","2,200.76","6,611.12","1,950.28","11,467.83","1,485.61","1,956.67","7,509.65"
%C20:2n6-F,0.168%,0.234%,0.234%,0.197%,0.129%,0.197%,0.159%,0.225%,0.251%,0.180%
_ SFA-F,2820.24,12578.42,2959.61,2724.85,8323.64,2427.00,14249.33,1838.79,2450.94,9075.28
%-C18:3n3-NEFA-F,1.291%,2.329%,1.917%,2.135%,2.795%,2.254%,1.702%,2.619%,3.067%,0.873%
C16:1n7-NEFA-PP,1.72,2.46,3.45,3.83,1.95,6.51,2.70,4.72,2.46,3.17
_ MUFA-F,"2,588.03","12,642.89","3,026.43","3,097.01","5,635.54","2,748.87","12,469.74","1,995.36","2,123.25","10,702.34"
%C18:2n6-PP,23.0899%,22.7419%,20.7525%,18.7507%,15.3426%,22.0670%,14.8926%,21.9715%,24.9849%,23.2002%
_ (n-6)/_ (n-3) -NEFA-PP,6.24,4.17,3.87,6.34,5.23,6.76,7.64,7.87,3.77,3.44
_ (n-3) PUFA-NEFA-PP,2.79,3.00,2.95,4.68,3.55,9.88,3.52,7.22,2.88,2.84
8(9)-EpETrE-To-PP,11.80,4.08,12.00,4.61,3.35,8.06,3.49,8.61,11.30,13.30
9-HEPE-NE-F,0.05,0.29,0.10,0.07,0.17,0.08,0.23,0.14,0.08,0.28
C20:4n3-F,1.98,26.68,4.04,4.01,4.13,4.24,23.45,2.09,3.29,12.61
C22:6n3 (DHA)-F,77.13,454.32,79.03,123.09,166.86,85.17,394.12,62.18,158.00,155.24
%-C22:6n3-NEFA-PP,0.093%,0.120%,0.121%,0.068%,0.216%,0.064%,0.099%,0.019%,0.233%,0.123%
%C20:4n3-PP,0.0225%,0.0373%,0.0284%,0.0619%,0.0336%,0.0467%,0.0514%,0.0379%,0.0318%,0.0410%
C18:1n9-F,"2,251.97","10,508.97","2,609.92","2,524.80","4,350.42","2,248.68","10,702.44","1,668.82","1,793.04","9,102.22"
15-HEPE-NE-PP,0.29,0.29,0.20,0.20,0.29,0.39,0.25,0.15,0.27,0.39
15(16)-EpODE-NE-F,0.17,3.80,3.30,0.04,1.97,0.59,3.77,13.80,0.57,1.51
%-C16:1n7t-NEFA-PP,1.472%,1.957%,1.212%,1.481%,1.755%,1.177%,1.124%,1.183%,2.396%,1.598%
11(12)-EpETrE-To-PP,14.20,6.50,14.10,5.18,6.07,9.81,4.76,9.36,15.10,15.50
%-C22:6n3-NEFA-F,1.337%,0.842%,1.711%,1.494%,1.123%,2.125%,0.651%,2.447%,1.479%,3.052%
C18:2n6-NEFA-PP,15.80,10.92,9.63,26.88,16.36,61.44,23.55,52.92,9.82,7.62
_ (n-6) PUFA-NEFA-PP,17.41,12.50,11.44,29.70,18.57,66.76,26.88,56.86,10.85,9.78
C20:1n9-F,10.91,47.70,17.70,16.11,24.81,11.67,61.29,10.05,9.82,39.90
C20:1n9-PP,13.12,18.54,33.50,6.66,15.50,10.29,17.48,14.39,28.02,23.32
%-C17:0-NEFA-F,0.511%,0.352%,0.224%,0.408%,0.372%,0.329%,0.349%,0.907%,0.330%,0.545%
13-HOTE-NE-PP,6.33,8.63,10.30,4.19,2.07,6.13,9.34,6.63,5.87,10.20
C18:0-F,328.77,"1,561.36",405.72,285.98,833.95,296.32,"1,836.32",243.18,326.54,"1,072.09"
5-HEPE-To-F,3.91,26.80,2.69,4.30,9.90,5.03,34.70,2.09,3.21,6.53
C20:4n6-NEFA-PP,0.76,0.75,0.75,1.30,0.91,2.86,1.73,1.88,0.18,1.30
C18:1n9-NEFA-PP,28.92,24.33,24.73,42.45,26.92,85.58,39.44,91.45,23.02,20.02
C16:0-NEFA-PP,17.27,10.99,25.34,20.57,14.73,47.94,27.91,25.26,14.16,20.18
5-HEPE-NE-PP,0.35,0.70,0.13,0.33,1.65,1.02,1.65,0.29,0.42,0.34
_ MUFA-NEFA-PP,33.71,29.95,30.32,50.28,31.85,100.08,45.79,103.64,28.75,25.94
12-HETE-NE-PP,1.05,4.52,4.86,1.73,1.33,0.61,0.94,2.56,5.61,10.60
"9c,11t-CLA-NEFA-PP",0.15,0.13,0.05,0.10,0.09,0.18,0.10,0.16,0.13,0.05
5_6-DiHETrE-NE-PP,0.22,0.20,0.24,0.09,0.26,0.17,0.10,0.34,0.30,0.30
12-HEPE-To-F,1.68,11.80,0.85,1.57,3.68,2.11,13.30,0.76,1.43,6.29
9-HpODE %-To-F,0.91,4.78,0.50,1.77,2.37,0.27,6.27,0.47,0.35,7.99
5-HETE-NE-PP,0.84,1.09,1.06,0.45,0.98,0.93,0.82,1.39,1.02,0.92
%-C17:0-NEFA-PP,0.488%,0.411%,0.413%,0.392%,0.503%,0.348%,0.407%,0.256%,0.620%,0.545%
Total NEFA-NEFA-PP,95.56,77.66,96.26,134.32,92.61,267.51,137.90,227.63,81.16,86.34
C18:3n6-PP,10.69,36.07,19.24,7.14,39.39,19.05,22.50,22.50,25.37,65.28
%-C18:1n7-NEFA-PP,1.748%,2.101%,1.008%,1.493%,1.460%,1.812%,1.518%,2.100%,1.645%,1.591%
19_20-DiHDoPE-To-F,0.05,0.21,0.06,0.16,0.19,0.01,0.31,0.07,0.17,0.05
13-HpODE %-To-F,0.29,1.36,0.13,0.51,0.71,0.08,1.95,0.15,0.11,2.17
C18:0-NEFA-PP,5.77,4.19,6.67,8.00,5.80,13.56,10.19,9.79,4.59,5.28
_ SFA-NEFA-PP,29.35,21.16,39.47,35.78,26.62,73.69,46.30,45.16,25.81,32.79
9-HODE-To-PP,420.00,408.00,757.00,205.00,195.00,326.00,296.00,325.00,771.00,619.00
6-keto PGF1a-To-PP,0.40,0.38,0.31,0.35,0.51,0.37,0.40,0.31,0.48,0.35
5_15-DiHETE-To-PP,0.65,0.58,0.18,0.25,0.44,0.26,0.46,0.27,0.65,0.34
%C18:3n3-PP,1.0640%,1.2351%,1.2133%,1.2161%,0.8022%,1.1258%,1.1863%,1.2328%,1.2099%,1.1183%
%-_ (n-3) PUFA-NEFA-F,2.89%,3.47%,4.63%,3.86%,4.62%,5.02%,2.87%,5.58%,5.26%,4.15%
C20:2n6-PP,12.50,19.04,35.55,9.79,18.35,13.13,13.99,17.98,37.14,27.38
C16:1n7-PP,105.99,140.66,184.65,77.07,442.98,154.42,249.60,138.89,255.26,300.52
%C16:0-PP,27.3558%,25.8821%,25.6360%,26.8020%,32.9247%,26.7306%,33.4388%,26.5830%,27.7528%,25.6459%
C18:1n7-NEFA-PP,1.67,1.63,0.97,2.00,1.35,4.85,2.09,4.78,1.34,1.37
14(15)-EpETrE-To-PP,19.70,11.80,24.50,7.83,9.43,18.20,7.09,16.70,28.10,26.70
C20:5n3-NEFA-PP,0.09,0.09,0.12,0.09,0.20,0.17,0.14,0.04,0.19,0.11
12(13)-EpODE-NE-F,0.11,,0.36,,0.04,0.02,,1.29,0.35,0.20
12-HEPE-NE-F,0.17,0.43,0.21,0.28,0.90,0.02,1.21,0.33,0.37,4.82
C15:0-PP,19.07,17.15,28.76,9.47,26.79,13.64,16.84,14.30,36.94,28.66
C22:6n3/C22:5n3-F,2.10,1.57,2.07,2.94,4.50,1.93,2.54,2.55,5.21,1.18
"9c,11t-CLA-PP",1.38,3.05,2.19,1.41,3.29,0.80,2.14,2.02,3.59,4.94
%-C20:3n6-NEFA-PP,0.146%,0.081%,0.234%,0.284%,0.235%,0.377%,0.482%,0.269%,0.209%,0.009%
C20:5n3 (EPA)-F,17.94,193.03,21.44,24.88,49.20,36.26,307.25,14.86,23.43,79.27
12-HpETE %-To-F,0.05,0.19,0.03,0.13,0.23,0.01,0.55,0.04,0.01,0.58
%C20:4n3-F,0.025%,0.065%,0.046%,0.050%,0.024%,0.056%,0.068%,0.036%,0.047%,0.042%
C20:3n6-NEFA-PP,0.14,0.06,0.23,0.38,0.22,1.01,0.66,0.61,0.17,0.01
C22:5n3/C20:5n3-NEFA-PP,0.57,0.65,1.45,2.60,1.11,4.10,2.68,8.80,1.05,2.46
15-HpETE %-To-F,0.29,1.01,0.15,0.62,1.21,0.04,2.97,0.23,0.05,3.20
%C20:3n6-PP,0.3233%,0.6578%,0.3640%,0.3421%,0.4043%,0.6098%,0.3425%,0.5012%,0.5370%,0.6762%
C22:4n6-PP,10.68,13.37,13.18,8.41,12.54,9.88,10.25,10.08,17.71,29.04
C16:1n7t-NEFA-PP,1.41,1.52,1.17,1.99,1.63,3.15,1.55,2.69,1.94,1.38
19_20-DiHDoPE-NE-PP,0.02,0.00,0.09,0.01,0.00,0.02,0.04,0.03,0.07,0.05
C14:0-NEFA-PP,2.39,2.30,3.44,2.98,2.31,6.07,3.62,4.67,2.73,3.17
14_15-DiHETE-To-F,0.45,1.34,1.24,0.51,1.58,0.30,5.69,0.49,0.41,0.99
%C18:0-F,4.175%,3.799%,4.623%,3.598%,4.847%,3.912%,5.324%,4.227%,4.654%,3.599%
13-KODE-NE-PP,3.94,4.83,4.33,2.77,2.14,4.88,10.50,5.11,1.43,5.58
8-HETE-To-PP,9.01,8.75,10.10,2.26,7.73,5.02,3.76,6.69,17.50,17.70
%C22:6n3 (DHA)-PP,0.9109%,0.7675%,0.3997%,0.8111%,1.1486%,0.8608%,0.6759%,0.7272%,1.5440%,0.5026%
13-HODE-To-PP,915.00,782.00,1630.00,391.00,497.00,815.00,506.00,776.00,2100.00,1530.00
14_15-DiHETrE-To-PP,0.09,0.10,0.17,0.04,0.12,0.07,0.14,0.11,0.15,0.23
13-HOTE-To-PP,8.44,11.70,21.70,5.70,6.63,8.44,10.60,10.40,22.60,18.60
9-KODE-To-PP,128.00,140.00,226.00,62.20,83.10,127.00,88.80,119.00,287.00,208.00
%-C20:5n3-NEFA-F,0.260%,0.033%,0.463%,0.130%,0.373%,0.596%,0.325%,0.275%,0.542%,0.146%
C17:0-PP,21.98,21.72,35.64,8.80,21.29,15.00,20.89,17.31,43.67,33.31
12-HETE-To-PP,12.60,11.90,16.90,5.19,9.16,7.44,6.57,9.41,27.20,31.80
C17:0-NEFA-PP,0.47,0.32,0.40,0.53,0.47,0.93,0.56,0.58,0.50,0.47
Sum-TriHOME-To-PP,11.00,10.10,14.80,7.48,8.06,8.67,8.71,10.10,18.80,12.70
12(13)-Ep-9-KODE-To-PP,25.70,24.20,39.00,12.30,16.50,24.10,14.60,24.00,53.60,35.40
C18:0-PP,390.41,505.96,849.92,190.25,434.89,352.61,631.10,418.81,773.05,727.70
"%-9c,11t-CLA-NEFA-F",0.090%,0.095%,0.031%,0.151%,0.064%,0.052%,0.057%,0.201%,0.163%,0.180%
C14:0-PP,92.62,129.71,229.14,78.76,262.16,102.37,231.53,119.47,255.59,217.31
5_6-DiHETrE-To-PP,2.71,2.26,3.15,1.31,2.97,1.57,2.14,2.93,4.21,4.05
C18:1n9-PP,"1,932.41","1,989.59","3,690.78",957.78,"2,382.22","1,578.34","2,536.02","1,788.31","3,937.59","3,892.95"
"9c,11t-CLA-NEFA-F",0.10,0.05,0.08,0.10,0.27,0.07,0.12,0.16,0.26,0.14
%C22:6n3 (DHA)-F,0.979%,1.105%,0.900%,1.549%,0.970%,1.124%,1.143%,1.081%,2.252%,0.521%
C16:1n7/C16:0-NEFA-F,0.11,0.27,0.10,0.22,0.12,0.16,0.11,0.11,0.44,0.16
_ MUFA-PP,"2,187.07","2,322.77","4,169.63","1,116.60","3,041.80","1,869.04","2,970.94","2,090.00","4,557.18","4,507.35"
15-HETE-To-PP,29.70,30.00,37.80,10.10,25.70,21.20,17.10,24.90,61.60,64.70
C20:4n6 (AA)-PP,234.30,223.47,231.27,59.23,252.74,131.83,152.43,199.87,417.76,503.21
C12:0-NEFA-PP,1.52,1.68,1.95,1.75,1.60,2.67,1.98,2.82,1.87,1.84
13-KODE-To-PP,57.50,60.60,108.00,32.40,40.90,60.10,41.60,57.60,149.00,93.90
%-C16:1n7-NEFA-F,2.513%,3.955%,3.062%,3.457%,2.535%,2.620%,2.760%,2.220%,5.777%,4.020%
%-C18:1n9-NEFA-F,24.849%,21.933%,25.357%,22.228%,25.511%,27.455%,26.046%,22.635%,35.989%,16.120%
11_12-DiHETrE-To-PP,0.20,0.15,0.30,0.05,0.26,0.08,0.35,0.21,0.27,0.44
C18:1n7-PP,106.89,131.42,208.37,59.51,150.76,92.55,135.60,112.59,256.81,215.71
C22:6n3/C22:5n3-PP,2.22,1.93,2.09,2.00,4.33,2.65,2.73,2.78,4.76,1.44
12(13)-Ep-9-KODE-NE-PP,1.20,0.76,0.70,0.97,1.08,1.08,1.51,1.03,0.90,2.13
9-HETE-To-PP,8.82,7.19,11.30,2.05,8.40,4.39,7.05,6.45,17.30,18.40
16(17)-EpDPE-To-PP,6.89,3.20,6.98,4.98,5.90,4.87,3.19,4.36,19.40,4.80
C22:5n3-NEFA-PP,0.05,0.06,0.17,0.24,0.22,0.70,0.36,0.38,0.20,0.26
12-HEPE-NE-PP,0.34,1.40,0.58,0.43,0.26,0.21,0.82,0.38,1.52,1.97
C16:1n7t-PP,28.66,42.55,52.33,15.58,50.36,33.45,32.25,35.82,79.50,74.85
11-HETE-To-PP,13.90,12.50,16.70,4.74,11.10,9.33,8.03,10.90,30.40,28.20
%_ (n-3) PUFA-F,1.73%,2.36%,1.72%,2.54%,1.51%,2.35%,2.55%,1.87%,3.10%,1.28%
%-_ MUFA-NEFA-F,29.86%,29.80%,30.86%,29.38%,30.70%,33.14%,31.23%,28.79%,45.21%,23.01%
9-HpODE %-To-PP,0.16,0.54,0.95,0.16,0.29,0.46,0.25,0.36,1.73,0.66
12-HpETE %-To-PP,0.01,0.02,0.05,0.00,0.02,0.03,0.01,0.02,0.08,0.04
5-HETE-To-PP,24.70,21.50,25.10,7.47,25.30,15.70,18.20,21.30,43.30,45.20
%C20:5n3 (EPA)-F,0.228%,0.470%,0.244%,0.313%,0.286%,0.479%,0.891%,0.258%,0.334%,0.266%
13-HpODE %-To-PP,0.04,0.13,0.32,0.05,0.09,0.13,0.08,0.14,0.55,0.23
C18:0/C16:0-F,0.14,0.15,0.17,0.13,0.13,0.15,0.16,0.16,0.17,0.14
_ (n-6) PUFA-PP,"1,772.66","1,908.41","2,622.91",642.59,"1,665.09","1,379.18","1,486.54","1,607.24","4,143.12","3,685.33"
C18:2n6-PP,"1,482.35","1,568.04","2,281.45",546.63,"1,304.40","1,172.10","1,256.34","1,324.58","3,564.93","2,968.96"
19_20-DiHDoPE-To-PP,0.05,0.00,0.11,0.03,0.14,0.03,0.17,0.04,0.16,0.05
Total NEFA-PP,"6,419.89","6,894.97","10,993.64","2,915.27","8,501.84","5,311.56","8,436.00","6,028.64","14,268.32","12,797.13"
5-KETE-To-PP,2.26,2.58,2.65,0.80,1.90,1.63,1.42,2.70,5.01,5.05
C22:5n3 (DPA)-PP,26.33,27.38,21.04,11.80,22.58,17.23,20.87,15.76,46.26,44.70
15-HpETE %-To-PP,0.04,0.15,0.18,0.05,0.09,0.11,0.07,0.09,0.36,0.25
_ SFA-PP,"2,289.07","2,472.08","3,981.59","1,077.46","3,578.36","1,911.42","3,736.09","2,181.56","5,082.87","4,304.77"
%_ (n-3) PUFA-PP,1.6009%,1.5452%,0.7835%,1.4806%,1.7453%,1.7344%,1.6875%,1.2529%,2.1903%,1.2234%
9_10-EpO-To-PP,108.00,152.00,150.00,79.20,81.40,62.20,202.00,73.00,198.00,201.00
C20:3n6-PP,20.76,45.35,40.02,9.97,34.37,32.39,28.89,30.21,76.62,86.53
C15:0-NEFA-PP,1.71,1.49,1.44,1.68,1.50,2.16,1.72,1.72,1.80,1.67
C18:3n3-PP,68.31,85.16,133.38,35.45,68.20,59.80,100.08,74.32,172.63,143.11
C16:0-PP,"1,756.22","1,784.56","2,818.33",781.35,"2,799.20","1,419.81","2,820.90","1,602.60","3,959.86","3,281.94"
14_15-DiHETE-To-PP,0.44,0.67,0.31,0.23,0.66,0.48,0.92,0.98,0.48,0.93
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
